display_name,search_name,mailing_address,city,state,zip,feid_number,feid_suffix,elt_customer_number,phone,email,payoff_website,lien_release_notes,elt_notes,search_aliases,last_verified_date,internal_notes,source
RAFAGA AUTOSALES INC,RAFAGA AUTOSALES,16383 MALIBU DR,WESTON,FL,33326,833568598,3,630250879,,,,,,,,,Florida ELT / Lienholder Source List
RAGTOPS INCORPORATED LLC DBA GOOD RIDES,RAGTOPS DBA GOOD RIDES,8890 S US HIGHWAY 1,PORT ST LUCIE,FL,34952,475490054,2,614115577,,,,,,,,,Florida ELT / Lienholder Source List
RAH FEDERAL CREDIT UNION,RAH FEDERAL CREDIT UNION,45 DIAUTO DR,RANDOLPH,MA,2368,46063811,1,254175383,,,,,,,,,Florida ELT / Lienholder Source List
RAHIB INC DBA RAHIB MOTORS,RAHIB DBA RAHIB MOTORS,6113 E COLONIAL DR STE A,ORLANDO,FL,32807,813197084,2,252148197,,,,,,,,,Florida ELT / Lienholder Source List
RAIDER AUTO SALES CORP,RAIDER AUTO SALES,1423 SE 16TH PL STE 204,CAPE CORAL,FL,33990,821378359,2,251442597,,,,,,,,,Florida ELT / Lienholder Source List
RAIDER INVESTMENTS LLC,RAIDER INVESTMENTS,4611 SE 12 TH PL,OCALA,FL,34471,205656179,1,235127431,,,,,,,,,Florida ELT / Lienholder Source List
RAIGOSA AUTO SALES LLC,RAIGOSA AUTO SALES,6348 WHITE HORSE RD,GREENVILLE,SC,29611,844079289,1,603064967,,,,,,,,,Florida ELT / Lienholder Source List
RAILROAD COMMUNITY CREDIT UNION,RAILROAD COMMUNITY CREDIT UNION,PO BOX 100185,IRONDALE,AL,35210,630437941,1,202213240,,,,,,,,,Florida ELT / Lienholder Source List
RAILS WEST FEDERAL CREDIT UNION,RAILS WEST FEDERAL CREDIT UNION,PO BOX 1450,POCATELLO,ID,83204,820197267,1,254857353,,,,,,,,,Florida ELT / Lienholder Source List
RAILWAY CREDIT UNION,RAILWAY CREDIT UNION,1006 E MAIN ST,MANDAN,ND,58554,450240799,2,238170559,,,,,,,,,Florida ELT / Lienholder Source List
"RAIMER'S MOTORS, INC",RAIMER S MOTORS,647 TAMIAMI TRL,PORT CHARLOTTE,FL,33953,650539845,2,234268907,,,,,,,,,Florida ELT / Lienholder Source List
RAINBOW AUTO SALE LLC,RAINBOW AUTO SALE,540 N STATE ROAD 434 STE 113,ALTAMONTE SPRINGS,FL,32714,831824730,2,263159705,,,,,,,,,Florida ELT / Lienholder Source List
RAINEY FINANCE INC.,RAINEY FINANCE,PO BOX 70729,ALBANY,GA,31708,263838790,1,609787257,,,,,,,,,Florida ELT / Lienholder Source List
"RAINIER INVESTMENT GROUP, LLC DBA GOLDEN AUTO MALL",RAINIER INVESTMENT GROUP DBA GOLDEN AUTO MALL,1798 W HILLSBOROUGH AVE,TAMPA,FL,33603,815367117,2,602168051,,,,,,,,,Florida ELT / Lienholder Source List
RAIZ FEDERAL CREDIT UNION,RAIZ FEDERAL CREDIT UNION,12020 ROJAS DR,EL PASO,TX,79936,741110254,2,238521003,,,,,,,,,Florida ELT / Lienholder Source List
RALEIGH COUNTY EDUCATORS FEDERAL CREDIT UNION,RALEIGH COUNTY EDUCATORS FEDERAL CREDIT UNION,105 ADAIR ST,BECKLEY,WV,25801,550621217,1,236445213,,,,,,,,,Florida ELT / Lienholder Source List
RALLY AUTO SALE,RALLY AUTO SALE,1000 S PARROTT AVE,OKEECHOBEE,FL,34974,274316668,1,233612795,,,,,,,,,Florida ELT / Lienholder Source List
RALLY CERTIFIED CAR INC.,RALLY CERTIFIED CAR,2729 US HIGHWAY 27 S,SEBRING,FL,33870,473730583,3,244082007,,,,,,,,,Florida ELT / Lienholder Source List
RALLY CREDIT UNION,RALLY CREDIT UNION,PO BOX 81349,CORPUS CHRISTI,TX,78414,741237070,2,234611977,,,,,,,,,Florida ELT / Lienholder Source List
"RALPH AUTO SALES, INC.",RALPH AUTO SALES,6621 SW 2ND ST,MIAMI,FL,33144,471833275,2,242242781,,,,,,,,,Florida ELT / Lienholder Source List
RALPH FOGG DBA RALPH'S PLACE,RALPH FOGG DBA RALPH S PLACE,3801 S US HWY 1,FT PIERCE,FL,34982,650824862,2,233395299,,,,,,,,,Florida ELT / Lienholder Source List
RAM AUTO SERVICES INC,RAM AUTO SERVICES,5111 EDGEWATER DR,ORLANDO,FL,32810,593149428,3,233251281,,,,,,,,,Florida ELT / Lienholder Source List
RAMAHI INC DBA CAR ZONE,RAMAHI DBA CAR ZONE,5350 AUSTELL RD,AUSTELL,GA,30106,582427776,1,235718869,,,,,,,,,Florida ELT / Lienholder Source List
RAMAR AUTO FINANCE CORP,RAMAR AUTO FINANCE,1435 W TAFT VINELAND RD # 101,ORLANDO,FL,32837,852328647,2,602314351,,,,,,,,,Florida ELT / Lienholder Source List
RAMCO FINANCE COMPANY,RAMCO FINANCE,450 WINTHROP ST REAR,TAUNTON,MA,2780,43262007,1,234821643,,,,,,,,,Florida ELT / Lienholder Source List
RAMEAU ENTERPRISES LLC DBA DIVINE GRACE AUTO,RAMEAU ENTERPRISES DBA DIVINE GRACE AUTO,14975 N NEBRASKA AVE # 4,TAMPA,FL,33613,841880217,2,263865111,,,,,,,,,Florida ELT / Lienholder Source List
RAMIREZ 5 STAR AUTO SALES INC.,RAMIREZ 5 STAR AUTO SALES,2321 HOME AGAIN RD,APOPKA,FL,32712,263708506,2,234598187,,,,,,,,,Florida ELT / Lienholder Source List
RAMOS & SERRANO LLC,RAMOS SERRANO,7200 CAUSEWAY BLVD,TAMPA,FL,33619,824911421,3,631670131,,,,,,,,,Florida ELT / Lienholder Source List
RAMOS AUTO LLC,RAMOS AUTO,3388 FOWLER ST,FORT MYERS,FL,33901,460626813,2,234121343,,,,,,,,,Florida ELT / Lienholder Source List
RAMOS AUTO SALES CORP,RAMOS AUTO SALES,1001 SE 12TH CT UNIT A,CAPE CORAL,FL,33990,813368763,2,248398091,,,,,,,,,Florida ELT / Lienholder Source List
RAMOS BROTHERS CORPORATION,RAMOS BROTHERS,2582 W 3RD AVE,HIALEAH,FL,33010,592496779,2,233989235,,,,,,,,,Florida ELT / Lienholder Source List
RAMSY TRUCK SALES,RAMSY TRUCK SALES,12097 NW 98TH AVE,HIALEAH GARDENS,FL,33018,205677880,2,627594627,,,,,,,,,Florida ELT / Lienholder Source List
RAMZ AUTO SALES,RAMZ AUTO SALES,9005 ATLANTIC BLVD,JACKSONVILLE,FL,32211,800576431,2,234379173,,,,,,,,,Florida ELT / Lienholder Source List
RANDOLPH ALEXANDER ROLLINS,RANDOLPH ALEXANDER ROLLINS,462 MARTIN RD STE 106,PALM BAY,FL,32909,473339050,2,248214399,,,,,,,,,Florida ELT / Lienholder Source List
"RANDY'S AUTO SALES OF STARKE, INC",RANDY S AUTO SALES OF STARKE,17797 US HWY 301 N,STARKE,FL,32091,461086440,2,234042623,,,,,,,,,Florida ELT / Lienholder Source List
RANDYS AUTO SALES CORP,RANDYS AUTO SALES,13600 SW 248TH ST,HOMESTEAD,FL,33032,650809866,0,233746575,,,,,,,,,Florida ELT / Lienholder Source List
"RANEY TRUCK SALES, INC.",RANEY TRUCK SALES,1650 NW 38TH AVE,OCALA,FL,34482,43841284,2,246749363,,,,,,,,,Florida ELT / Lienholder Source List
RAO AUTOMOTIVE FINANCING LLC,RAO AUTOMOTIVE FINANCING,"STE 205A, SAFFREY SQUARE, BAY ST, P.O. BOX N-9934",NASSAU,,,934632059,1,623055429,,,,,,,,,Florida ELT / Lienholder Source List
RAPID AUTO LOANS,RAPID AUTO LOANS,911 E ATLANTIC BLVD,POMPANO BEACH,FL,33060,270479446,2,230539101,,,,,,,,,Florida ELT / Lienholder Source List
"RAPID CAR SALES & SERVICE, INC.",RAPID CAR SALES SERVICE,9769 S ORANGE BLOSSOM TRL STE 35,ORLANDO,FL,32837,800567034,2,233610503,,,,,,,,,Florida ELT / Lienholder Source List
"RAPID CASH, LLC.",RAPID CASH,11804 E COLONIAL DR STE 101,ORLANDO,FL,32826,270062176,2,233770199,,,,,,,,,Florida ELT / Lienholder Source List
RAPID MOTOR SPORT,RAPID MOTOR SPORT,15520 BRIARWOOD MNR,DAVIE,FL,33331,462572216,2,246382917,,,,,,,,,Florida ELT / Lienholder Source List
RAQDEZ AUTOS SALES LLC,RAQDEZ AUTOS SALES,1375 W LANDSTREET RD STE 610,ORLANDO,FL,32824,884386024,2,619620841,,,,,,,,,Florida ELT / Lienholder Source List
RARITAN BAY FEDERAL CREDIT UNION,RARITAN BAY FEDERAL CREDIT UNION,491 RARITAN ST,SAYREVILLE,NJ,8872,221714045,1,204132171,,,,,,,,,Florida ELT / Lienholder Source List
RARITAN STATE BANK,RARITAN STATE BANK,RARITAN STATE BANK,RARITAN,IL,61471,370478070,1,246962071,,,,,,,,,Florida ELT / Lienholder Source List
RAS FINANCE LLC DBA ISLAND MOTORS,RAS FINANCE DBA ISLAND MOTORS,5299 S US HIGHWAY 1,FORT PIERCE,FL,34982,572930496,1,242214489,,,,,,,,,Florida ELT / Lienholder Source List
RASCAL ENTERPRISE LLC,RASCAL ENTERPRISE,PO BOX 966,CRAWFORDVILLE,FL,32326,202031697,2,233660737,,,,,,,,,Florida ELT / Lienholder Source List
RASOI ENTERPRISES LLC DBA CARFOX AUTO SALES,RASOI ENTERPRISES DBA CARFOX AUTO SALES,13654 N 12TH ST STE 9,TAMPA,FL,33613,832247437,2,257362355,,,,,,,,,Florida ELT / Lienholder Source List
RASPBERRY HILL LLC,RASPBERRY HILL,PO BOX 1708,FLAGLER BEACH,FL,32136,844918220,1,633719013,,,,,,,,,Florida ELT / Lienholder Source List
"RATEGENIUS LOAN SERVICES, INC.",RATEGENIUS LOAN SERVICES,9300 UNITED DR STE 180,AUSTIN,TX,78758,202512416,1,238825681,,,,,,,,,Florida ELT / Lienholder Source List
RATINGS & REVENUE INC,RATINGS REVENUE,13604 MARIA DR,HUDSON,FL,34667,650353377,1,97409915,,,,,,,,,Florida ELT / Lienholder Source List
"RATLIFF ENTERPRISES, LLC",RATLIFF ENTERPRISES,21009 US HWY 301,DADE CITY,FL,33523,825072021,2,255928109,,,,,,,,,Florida ELT / Lienholder Source List
RATTRAY AUTO SALES LLC,RATTRAY AUTO SALES,744 LEOPARD CT,KISSIMMEE,FL,34759,834024853,2,260744733,,,,,,,,,Florida ELT / Lienholder Source List
RAUCH MOTORS LLC,RAUCH MOTORS,5673 70TH AVE N,PINELLAS PARK,FL,33781,844703129,2,606552289,,,,,,,,,Florida ELT / Lienholder Source List
RAUTO LEASE & FINANCIAL INC. DBA GREENTRACK MOTORS,RAUTO LEASE FINANCIAL DBA GREENTRACK MOTORS,13192 W COLONIAL DR,WINTER GARDEN,FL,34787,651164388,2,233904725,,,,,,,,,Florida ELT / Lienholder Source List
RAVALLI COUNTY FEDERAL CREDIT UNION,RAVALLI COUNTY FEDERAL CREDIT UNION,PO BOX 598,HAMILTON,MT,59840,810287747,1,612667165,,,,,,,,,Florida ELT / Lienholder Source List
RAVANIMOTORS LLC,RAVANIMOTORS,524 N DIXIE HWY,HOLLYWOOD,FL,33020,844446194,2,608085481,,,,,,,,,Florida ELT / Lienholder Source List
RAVE FINANCIAL CREDIT UNION,RAVE FINANCIAL CREDIT UNION,PO BOX 12849,BEAUMONT,TX,77726,741115584,2,239958769,,,,,,,,,Florida ELT / Lienholder Source List
"RAVEL MOTORSPORTS, LLC.",RAVEL MOTORSPORTS,7533 NW 113TH AVE,PARKLAND,FL,33076,463808657,2,243894877,,,,,,,,,Florida ELT / Lienholder Source List
RAVENSWOOD FEDERAL CREDIT UNION,RAVENSWOOD FEDERAL CREDIT UNION,PO BOX 67,RAVENSWOOD,WV,26164,550454189,1,634156369,,,,,,,,,Florida ELT / Lienholder Source List
"RAW AUTO SALES, PARTS AND REPAIR INC.",RAW AUTO SALES PARTS AND REPAIR,805 OLD WINTER HAVEN RD STE B,AUBURNDALE,FL,33823,843540205,2,262335853,,,,,,,,,Florida ELT / Lienholder Source List
RAW DIRECT INVESTING LLC,RAW DIRECT INVESTING,9797 S ORANGE BLOSSOM TRL STE 18B,ORLANDO,FL,32837,475327693,2,248129275,,,,,,,,,Florida ELT / Lienholder Source List
RAY CATENA MOTORCAR S LLC DBA RAY CATENA OF FREEHOLD,RAY CATENA MOTORCAR S DBA RAY CATENA OF FREEHOLD,4380 US HIGHWAY 9,FREEHOLD,NJ,7728,810762325,1,608908303,,,,,,,,,Florida ELT / Lienholder Source List
RAY CATENA OF UNION LLC,RAY CATENA OF UNION,2585 RR 22 W,UNION,NJ,7083,202578677,1,224409051,,,,,,,,,Florida ELT / Lienholder Source List
RAY GLASS BATTERIES DBA BATTERY SOURCE,RAY GLASS BATTERIES DBA BATTERY SOURCE,104 GENESIS PKWY,THOMASVILLE,GA,31792,581449131,2,263916261,,,,,,,,,Florida ELT / Lienholder Source List
RAY L MORRISON / LOCKHART AUTO SALES,RAY L MORRISON LOCKHART AUTO SALES,6444 N ORANGE BLOSSOM TRL,ORLANDO,FL,32810,592902640,3,234348949,,,,,,,,,Florida ELT / Lienholder Source List
RAY WHITT USED CARS,RAY WHITT USED CARS,1807 N NOVA RD,HOLLY HILL,FL,32117,593405761,2,232508127,,,,,,,,,Florida ELT / Lienholder Source List
"RAY'S MOTOR SALES, INC",RAY S MOTOR SALES,201 S FIRST ST,LAKE WALES,FL,33853,591297262,2,233379481,,,,,,,,,Florida ELT / Lienholder Source List
RAY'S QUALITY AUTO SALES INC,RAY S QUALITY AUTO SALES,5845 FUNSTON ST,HOLLYWOOD,FL,33023,202586786,2,234131075,,,,,,,,,Florida ELT / Lienholder Source List
"RAY'S TIRE & SERVICE CENTER, INC",RAY S TIRE SERVICE CENTER,1375 US HWY 1 S,ST AUGUSTINE,FL,32084,592225750,2,234206699,,,,,,,,,Florida ELT / Lienholder Source List
RAYCAR INTERNATIONAL INC,RAYCAR INTERNATIONAL,6184 RALEIGH ST APT 108,ORLANDO,FL,32835,592938507,2,233649823,,,,,,,,,Florida ELT / Lienholder Source List
RAYMAX LLC,RAYMAX,6950 E ADAMO DR,TAMPA,FL,33619,814749564,2,249977171,,,,,,,,,Florida ELT / Lienholder Source List
RAYMOND SEWARD JR DBA RAY'S AUTO RENTALS,RAYMOND SEWARD JR DBA RAY S AUTO RENTALS,3421 PALM BEACH BLVD,FORT MYERS,FL,33916,800323146,1,245208093,,,,,,,,,Florida ELT / Lienholder Source List
"RAYMOND'S CARS, CORP",RAYMOND S CARS,3725 PEMBROKE RD BAY A-1,HOLLYWOOD,FL,33021,260001194,2,234462945,,,,,,,,,Florida ELT / Lienholder Source List
RAYNE'S AUTO SALES LLC,RAYNE S AUTO SALES,2398 SW COOPER LN,PORT ST LUCIE,FL,34984,922150624,2,618508623,,,,,,,,,Florida ELT / Lienholder Source List
RAYS AUTOMOTIVE SALES & REPAIR INC,RAYS AUTOMOTIVE SALES REPAIR,1040 NURSERY RD,WINTER SPRINGS,FL,32708,352372122,1,226878303,,,,,,,,,Florida ELT / Lienholder Source List
RAYS USED CARS INC,RAYS USED CARS,15129 US HWY 301,DADE CITY,FL,33523,591914458,2,233518571,,,,,,,,,Florida ELT / Lienholder Source List
RAYSBROOK RANCH INC,RAYSBROOK RANCH,13194 US HIGHWAY 301 S PMB 406,RIVERVIEW,FL,33578,264505658,3,616592883,,,,,,,,,Florida ELT / Lienholder Source List
RAYSBROOK RANCH LLC,RAYSBROOK RANCH,13194 US HIGHWAY 301 S PMB 406,RIVERVIEW,FL,33578,264505658,2,616329481,,,,,,,,,Florida ELT / Lienholder Source List
RAYTOWN-LEE'S SUMMIT COMMUNITY CREDIT UNION,RAYTOWN LEE S SUMMIT COMMUNITY CREDIT UNION,10021 E 66TH TER,RAYTOWN,MO,64133,440644887,1,626298061,,,,,,,,,Florida ELT / Lienholder Source List
RAZOR ONE LLC,RAZOR ONE,601 HERITAGE DR STE 230,JUPITER,FL,33458,841837962,2,265569727,,,,,,,,,Florida ELT / Lienholder Source List
RB PLANT EQUIPMENT LEASING LLC,RB PLANT EQUIPMENT LEASING,3788 REVIEW AVE,LONG ISLAND CITY,NY,11101,273785768,1,612339673,,,,,,,,,Florida ELT / Lienholder Source List
"RBA AUTO FINANCE, LLC.",RBA AUTO FINANCE,722 BELVEDERE RD,WEST PALM BEACH,FL,33405,812473592,2,246962029,,,,,,,,,Florida ELT / Lienholder Source List
RBC GROUP LLC,RBC GROUP,13371 BLYTHEWOOD DR,SPRING HILL,FL,34609,611734675,2,630090681,,,,,,,,,Florida ELT / Lienholder Source List
RBC TRAILERS 2,RBC TRAILERS 2,230B TYSON AVE PMB 323,PARIS,TN,38242,871386909,1,606083585,,,,,,,,,Florida ELT / Lienholder Source List
RBFCU,RBFCU,PO BOX 149,WILMINGTON,OH,45177,741185010,1,201864298,,,,,,,,,Florida ELT / Lienholder Source List
RBI ALLIANCE LLC,RBI ALLIANCE,19495 BISCAYNE BLVD STE 801,AVENTURA,FL,33180,371760432,1,240365243,,,,,,,,,Florida ELT / Lienholder Source List
RBKK LEASING INC,RBKK LEASING,PO BOX 43,BRANTLEY,AL,36009,204996698,1,258082413,,,,,,,,,Florida ELT / Lienholder Source List
RBM AUTO SALES LLC,RBM AUTO SALES,16225 BRISTOL LAKE CIR,ORLANDO,FL,32828,833829128,2,259505321,,,,,,,,,Florida ELT / Lienholder Source List
RBS ASSET FINANCE MASTER OWNER TRUST,RBS ASSET FINANCE MASTER OWNER TRUST,PO BOX 277758,SACRAMENTO,CA,95827,387111903,1,602070331,,,,,,,,,Florida ELT / Lienholder Source List
"RC TRUCK SALES, INC",RC TRUCK SALES,14950 SW 112 AVE,HIALEAH GARDENS,FL,33018,650741386,1,252073469,,,,,,,,,Florida ELT / Lienholder Source List
RCB BANK,RCB BANK,PO BOX 189,CLAREMORE,OK,74017,730427310,2,257069931,,,,,,,,,Florida ELT / Lienholder Source List
"RCJ ENTERPRISES, INC. DBA ARMUCHE AUTO SALES",RCJ ENTERPRISES DBA ARMUCHE AUTO SALES,3709 MARTHA BERRY HWY NW,ROME,GA,30165,582204696,1,621020795,,,,,,,,,Florida ELT / Lienholder Source List
RCJ FINANCIAL LLC,RCJ FINANCIAL,986 SE FEDERAL HWY,STUART,FL,34994,463117000,1,235821885,,,,,,,,,Florida ELT / Lienholder Source List
"RCM AUTO SALES, INC",RCM AUTO SALES,11656 SW 143RD AVE,MIAMI,FL,33186,462490901,2,617939139,,,,,,,,,Florida ELT / Lienholder Source List
"RCMT INVESTMENTS, LLC.",RCMT INVESTMENTS,1504 DAMON AVE,KISSIMMEE,FL,34744,475284128,2,245277065,,,,,,,,,Florida ELT / Lienholder Source List
RDC AUTO SALES,RDC AUTO SALES,516 EDWARDS RD,STARKE,FL,32091,593625591,2,234206805,,,,,,,,,Florida ELT / Lienholder Source List
RDDC INVESTMENTS LLC,RDDC INVESTMENTS,11409 GREEN HARVEST DR,RIVERVIEW,FL,33578,882111243,3,630823671,,,,,,,,,Florida ELT / Lienholder Source List
RDK TRUCK SALES,RDK TRUCK SALES,3214 ADAMO DRIVE,TAMPA,FL,33605,593446870,1,202007814,,,,,,,,,Florida ELT / Lienholder Source List
RDM AUTOMOTIVE GROUP INC,RDM AUTOMOTIVE GROUP,4010 S STATE RD 7,MIRAMAR,FL,33023,264068851,2,233761685,,,,,,,,,Florida ELT / Lienholder Source List
RDMC OF FORT WALTON BEACH LLC DBA RED DIRT MOTORS,RDMC OF FORT WALTON BEACH DBA RED DIRT MOTORS,507 MARY ESTHER CUT OFF NW,FORT WALTON BEACH,FL,32548,923057144,2,620005915,,,,,,,,,Florida ELT / Lienholder Source List
RDMC OF JACKSONVILLE LLC DBA RED DIRT MOTORCYCLES,RDMC OF JACKSONVILLE DBA RED DIRT MOTORCYCLES,1910 WELLS RD STE 8520,ORANGE PARK,FL,32073,921997798,2,620006051,,,,,,,,,Florida ELT / Lienholder Source List
RDR ENTERPRISES INC DBA NORTHGATE MOTORS,RDR ENTERPRISES DBA NORTHGATE MOTORS,4100 N WASHINGTON BLVD,SARASOTA,FL,34234,650761474,4,233253203,,,,,,,,,Florida ELT / Lienholder Source List
RE AMA LLC,RE AMA,1506 GRANTHAM DR,SARASOTA,FL,34234,812869240,2,618089381,,,,,,,,,Florida ELT / Lienholder Source List
REACH FEDERAL CREDIT UNION,REACH FEDERAL CREDIT UNION,8000 PURFOY RD,FUQUAY-VARINA,NC,27526,237132303,1,218406704,,,,,,,,,Florida ELT / Lienholder Source List
READY ACCEPTANCE INC.,READY ACCEPTANCE,2 HOLLYWOOD BLVD SW STE FT,FORT WALTON BEACH,FL,32548,464361394,1,238609805,,,,,,,,,Florida ELT / Lienholder Source List
READY CARS INC,READY CARS,2 HOLLYWOOD BLVD SW,FORT WALTON BEACH,FL,32548,264547515,2,234206133,,,,,,,,,Florida ELT / Lienholder Source List
READY CARS INC,READY CARS,2 HOLLYWOOD BLVD,FT WALTON BEACH,FL,32548,264547515,3,254495277,,,,,,,,,Florida ELT / Lienholder Source List
READY FINANCES,READY FINANCES,4225 W PENSACOLA ST,TALLAHASSEE,FL,32304,830925943,3,618018309,,,,,,,,,Florida ELT / Lienholder Source List
READY SET DRIVE AUTOS LLC,READY SET DRIVE AUTOS,11285 SEMINOLE BLVD,LARGO,FL,33778,821469080,2,251226571,,,,,,,,,Florida ELT / Lienholder Source List
"READY TO GO AUTO SALES, INC",READY TO GO AUTO SALES,9469 S US HIGHWAY 441 STE C,OCALA,FL,34480,821605556,2,252070911,,,,,,,,,Florida ELT / Lienholder Source List
READY2RIDE LLC,READY2RIDE,2243 WIDMAN WAY,FORT MYERS,FL,33901,850491047,2,622295443,,,,,,,,,Florida ELT / Lienholder Source List
READYCAP LENDING LLC,READYCAP LENDING,106 5TH AVE SE,OLYMPIA,WA,98501,800856799,1,241564587,,,,,,,,,Florida ELT / Lienholder Source List
"REAGHALL INVESTMENTS, INC.",REAGHALL INVESTMENTS,7999 LOCHKNOLL LN,TALLAHASSEE,FL,32312,743036299,2,604037699,,,,,,,,,Florida ELT / Lienholder Source List
REAL AUTO FINANCIAL LLC,REAL AUTO FINANCIAL,404 BUCHAN RD UNIT B,ORLANDO,FL,32805,842701459,2,262201377,,,,,,,,,Florida ELT / Lienholder Source List
REAL AUTO SALES LLC DBA REAL CAR SALES,REAL AUTO SALES DBA REAL CAR SALES,5293 S ORANGE BLOSSOM TRL,ORLANDO,FL,32839,814720104,2,249829403,,,,,,,,,Florida ELT / Lienholder Source List
"REAL CAR, INC.",REAL CAR,5722 SW 36TH CT,WEST PARK,FL,33023,475340977,2,245726575,,,,,,,,,Florida ELT / Lienholder Source List
"REAL DEAL AUTO #1, LLC.",REAL DEAL AUTO 1,5090 S STATE ROAD 7,DAVIE,FL,33314,474289358,2,245096373,,,,,,,,,Florida ELT / Lienholder Source List
REAL DEAL AUTO INC,REAL DEAL AUTO,5636 DAWSON ST,HOLLYWOOD,FL,33023,900997850,2,239555771,,,,,,,,,Florida ELT / Lienholder Source List
REAL DEALS AUTO SALES INC.,REAL DEALS AUTO SALES,1910 E MARTIN LUTHER KING BLVD,TAMPA,FL,33610,830928361,2,609459271,,,,,,,,,Florida ELT / Lienholder Source List
REAL ESTATE SOLUTIONS TEAM LLC,REAL ESTATE SOLUTIONS TEAM,4246 POWDERHORN CT,MIDDLEBURG,FL,32068,203025625,3,255465437,,,,,,,,,Florida ELT / Lienholder Source List
REAL GREEN 23 2/3 CO,REAL GREEN 23 2 3,PO BOX 6215,FT LAUDERDALE,FL,33310,650940845,3,238710221,,,,,,,,,Florida ELT / Lienholder Source List
REAL MOTORCARS INC,REAL MOTORCARS,3125 CRILL AVE,PALATKA,FL,32177,651056448,2,234224925,,,,,,,,,Florida ELT / Lienholder Source List
REAL MOTORS LLC DBA CHASE FINANCE,REAL MOTORS DBA CHASE FINANCE,4477 122ND AVE N STE A,CLEARWATER,FL,33762,450600497,2,236211095,,,,,,,,,Florida ELT / Lienholder Source List
REAL PRIME CARS,REAL PRIME CARS,1801 9TH ST W,BRADENTON,FL,34205,862461855,3,629669069,,,,,,,,,Florida ELT / Lienholder Source List
REAL RELIABLE RIDES,REAL RELIABLE RIDES,7749 NORMANDY BLVD STE 145-258,JACKSONVILLE,FL,32221,464994567,2,245277083,,,,,,,,,Florida ELT / Lienholder Source List
REAL STEEL AUTOMOTIVE,REAL STEEL AUTOMOTIVE,6227 BLANDING BLVD,JACKSONVILLE,FL,32244,460999253,2,253632429,,,,,,,,,Florida ELT / Lienholder Source List
REAL STEEL COLLISION CENTER CORP,REAL STEEL COLLISION CENTER,8725 NW 117TH ST BAY 4,HIALEAH GARDENS,FL,33018,455528491,2,257407061,,,,,,,,,Florida ELT / Lienholder Source List
REALEZA MOTORS INC,REALEZA MOTORS,5600 E 8TH AVE,HIALEAH,FL,33013,850984877,2,264795781,,,,,,,,,Florida ELT / Lienholder Source List
REALGO CORP,REALGO,4645 SE 11TH PL STE 102,CAPE CORAL,FL,33904,471478008,2,260184183,,,,,,,,,Florida ELT / Lienholder Source List
REALMAANI INC DBA CARQUEST MOTORS,REALMAANI DBA CARQUEST MOTORS,120 KEYES AVE,SANFORD,FL,32773,841947536,2,605012827,,,,,,,,,Florida ELT / Lienholder Source List
REALTY AQUISITIONS,REALTY AQUISITIONS,110 E CENTER ST # 1171,MADISON,SD,57042,383937349,1,247412499,,,,,,,,,Florida ELT / Lienholder Source List
"REARVIEW AUTOMOTIVE, LLC.",REARVIEW AUTOMOTIVE,8649 NORMANDY BLVD,JACKSONVILLE,FL,32221,474093695,2,242578643,,,,,,,,,Florida ELT / Lienholder Source List
REASONABLE AUTO SALES LLC,REASONABLE AUTO SALES,1402 LENNA AVE,SEFFNER,FL,33584,825370131,2,260357767,,,,,,,,,Florida ELT / Lienholder Source List
REBUILT FINANCIAL LLC,REBUILT FINANCIAL,12951 PORT SAID RD,OPA LOCKA,FL,33054,811025620,1,246253987,,,,,,,,,Florida ELT / Lienholder Source List
"RECFI, LLC",RECFI,200 E ROBINSON ST STE 1110,ORLANDO,FL,32801,464726541,1,242038145,,,,,,,,,Florida ELT / Lienholder Source List
RECHTIEN INTERNATIONAL TRUCKS INC,RECHTIEN INTERNATIONAL TRUCKS,7227 NW 74TH AVE,MIAMI,FL,33166,592044408,2,205444822,,,,,,,,,Florida ELT / Lienholder Source List
RECKER AUTO SALES,RECKER AUTO SALES,6740 SE 110TH ST UNIT 304,BELLEVIEW,FL,34420,202612113,2,234710379,,,,,,,,,Florida ELT / Lienholder Source List
RECKER HWY AUTO SALES INC,RECKER HWY AUTO SALES,130 RECKER HWY,AUBURNDALE,FL,33823,822291278,2,256108483,,,,,,,,,Florida ELT / Lienholder Source List
RECOVERED MORTGAGES LLC,RECOVERED MORTGAGES,12921 US HIGHWAY 19 S,THOMASVILLE,GA,31792,611816188,1,630396979,,,,,,,,,Florida ELT / Lienholder Source List
"RECREATION FINANCE COMPANY, LLC",RECREATION FINANCE,429 N MAIN ST STE 100,MEMPHIS,TN,38103,845027383,1,607477721,,,,,,,,,Florida ELT / Lienholder Source List
"RED BALL CAPITAL, LLC.",RED BALL CAPITAL,3136 MERRICK TER,MARGATE,FL,33063,473651063,1,242376161,,,,,,,,,Florida ELT / Lienholder Source List
"RED BRIDGE CAPITAL II, LLC.",RED BRIDGE CAPITAL II,6440 S WASATCH BLVD # S200,SALT LAKE CITY,UT,84121,272469809,1,248023607,,,,,,,,,Florida ELT / Lienholder Source List
RED CANOE CREDIT UNION,RED CANOE CREDIT UNION,PO BOX 3020,LONGVIEW,WA,98632,910565155,2,221659171,,,,,,,,,Florida ELT / Lienholder Source List
